DoD,Count,09,TollsByMail,2L,1448,15.1575421333612,11001,55005,9553,47765
DoD,Revenue,09,TollsByMail,2L,7240,15.1575421333612,11001,55005,9553,47765
YoY,Revenue,09,TollsByMail,2L,-550,-0.990009900099001,11001,55005,11111,55555
DoD,Count,09,TollsByMail,3L,7,26.9230769230769,33,379.5,26,299
DoD,Revenue,09,TollsByMail,3L,80.5,26.9230769230769,33,379.5,26,299
YoY,Count,09,TollsByMail,3L,2,6.45161290322581,33,379.5,31,356.5
YoY,Revenue,09,TollsByMail,3L,23,6.45161290322581,33,379.5,31,356.5
DoD,Count,09,TollsByMail,4L,-7,-12.280701754386,50,687.5,57,783.75
DoD,Revenue,09,TollsByMail,4L,-96.25,-12.280701754386,50,687.5,57,783.75
YoY,Count,09,TollsByMail,4L,-7,-12.280701754386,50,687.5,57,783.75
YoY,Revenue,09,TollsByMail,4L,-96.25,-12.280701754386,50,687.5,57,783.75
DoD,Count,09,TollsByMail,2H,-87,-32.3420074349442,182,2684.5,269,3967.75
DoD,Revenue,09,TollsByMail,2H,-1283.25,-32.3420074349442,182,2684.5,269,3967.75
YoY,Count,09,TollsByMail,2H,-25,-12.0772946859903,182,2684.5,207,3053.25
YoY,Revenue,09,TollsByMail,2H,-368.75,-12.0772946859903,182,2684.5,207,3053.25
DoD,Count,09,TollsByMail,3H,-33,-52.3809523809524,30,622.5,63,1307.25
DoD,Revenue,09,TollsByMail,3H,-684.75,-52.3809523809524,30,622.5,63,1307.25
YoY,Count,09,TollsByMail,3H,-14,-31.8181818181818,30,622.5,44,913
YoY,Revenue,09,TollsByMail,3H,-290.5,-31.8181818181818,30,622.5,44,913
DoD,Count,09,TollsByMail,4H,-25,-49.0196078431373,26,643.5,51,1262.25
DoD,Revenue,09,TollsByMail,4H,-618.75,-49.0196078431373,26,643.5,51,1262.25
YoY,Count,09,TollsByMail,4H,-13,-33.3333333333333,26,643.5,39,965.25
YoY,Revenue,09,TollsByMail,4H,-321.75,-33.3333333333333,26,643.5,39,965.25
DoD,Count,09,TollsByMail,5H,-316,-53.9249146757679,270,8842.5,586,19191.5
DoD,Revenue,09,TollsByMail,5H,-10349,-53.9249146757679,270,8842.5,586,19191.5
YoY,Count,09,TollsByMail,5H,-27,-9.09090909090909,270,8842.5,297,9726.75
YoY,Revenue,09,TollsByMail,5H,-884.25,-9.09090909090909,270,8842.5,297,9726.75
DoD,Count,09,TollsByMail,6H,-9,-52.9411764705882,8,328,17,697
DoD,Revenue,09,TollsByMail,6H,-369,-52.9411764705882,8,328,17,697
YoY,Count,09,TollsByMail,6H,-14,-63.6363636363636,8,328,22,902
YoY,Revenue,09,TollsByMail,6H,-574,-63.6363636363636,8,328,22,902
DoD,Count,09,TollsByMail,7H,-10,-76.9230769230769,3,147.75,13,640.25
DoD,Revenue,09,TollsByMail,7H,-492.5,-76.9230769230769,3,147.75,13,640.25
YoY,Count,09,TollsByMail,7H,-4,-57.1428571428571,3,147.75,7,344.75
